                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.77748,                0.48583,                0.96475,                0.80845,                0.67722,                 0.7626,                0.48532,                 1.3689,                 1.0322,                  1.172,             0.00083633,             0.00083633,             0.00083633
                    153,                0.77865,                0.48796,                0.95077,                 0.8539,                0.65777,                0.77667,                0.48854,                 1.3383,                0.99457,                  1.161,             0.00083083,             0.00083083,             0.00083083
                    154,                0.75617,                0.46108,                 0.9384,                0.84142,                0.71226,                0.79906,                0.50095,                 1.3362,                0.91534,                 1.1648,             0.00082533,             0.00082533,             0.00082533
                    155,                0.75308,                0.47271,                0.94366,                0.81896,                0.74687,                0.81434,                  0.514,                 1.3284,                 0.9211,                 1.1494,             0.00081983,             0.00081983,             0.00081983
                    156,                0.75065,                0.46828,                0.95004,                0.86352,                0.71658,                0.80603,                0.51171,                 1.3143,                0.93754,                 1.1636,             0.00081433,             0.00081433,             0.00081433
                    157,                0.75569,                0.46343,                0.94923,                 0.8305,                0.67924,                 0.7676,                0.47838,                 1.3423,                 1.0003,                 1.1831,             0.00080883,             0.00080883,             0.00080883
                    158,                0.77221,                0.47375,                0.96009,                0.84033,                0.70268,                0.78955,                 0.5045,                 1.2981,                0.87754,                 1.1572,             0.00080333,             0.00080333,             0.00080333
                    159,                0.75237,                0.45799,                0.93655,                0.85746,                0.69877,                0.79365,                0.50022,                 1.3147,                0.93134,                 1.1484,             0.00079783,             0.00079783,             0.00079783
                    160,                0.80129,                 0.4902,                0.95439,                0.80138,                0.70234,                0.76654,                0.48453,                 1.3615,                 1.0051,                 1.1638,             0.00079233,             0.00079233,             0.00079233
                    161,                0.74528,                0.46911,                0.93743,                0.80585,                0.69925,                0.76752,                0.48948,                 1.3416,                0.97183,                 1.1537,             0.00078682,             0.00078682,             0.00078682
                    162,                0.74549,                0.47677,                0.93759,                0.79569,                0.66583,                 0.7407,                0.47757,                 1.3452,                 1.0454,                 1.1612,             0.00078132,             0.00078132,             0.00078132
                    163,                0.75911,                0.47046,                 0.9463,                0.80376,                0.66655,                0.74506,                0.47224,                 1.3772,                 1.0732,                  1.176,             0.00077582,             0.00077582,             0.00077582
                    164,                0.73426,                0.46221,                0.93406,                0.84512,                 0.6428,                0.74473,                0.46597,                 1.3979,                 1.0504,                 1.1804,             0.00077032,             0.00077032,             0.00077032
                    165,                0.75151,                0.46753,                0.93569,                 0.7987,                0.63013,                0.72429,                0.45056,                 1.4309,                 1.1079,                 1.2014,             0.00076482,             0.00076482,             0.00076482
                    166,                0.77036,                0.47859,                0.92931,                 0.8313,                0.65576,                0.76155,                0.47625,                 1.3774,                 1.0767,                 1.1691,             0.00075932,             0.00075932,             0.00075932
                    167,                0.74342,                0.46139,                0.93312,                0.79987,                0.68106,                0.77506,                0.48562,                 1.3911,                 1.0139,                 1.1594,             0.00075382,             0.00075382,             0.00075382
                    168,                 0.7427,                0.46646,                0.94981,                0.79396,                0.71062,                0.77304,                0.48915,                 1.3741,                0.98511,                 1.1494,             0.00074832,             0.00074832,             0.00074832
                    169,                0.72437,                0.45098,                0.93695,                0.78285,                0.69453,                0.75122,                 0.4754,                 1.4123,                 1.0702,                 1.1693,             0.00074282,             0.00074282,             0.00074282
                    170,                0.73466,                0.45798,                0.94371,                 0.8139,                0.68637,                0.75985,                0.48029,                 1.3828,                 1.0239,                 1.1634,             0.00073731,             0.00073731,             0.00073731
                    171,                0.75231,                0.46562,                0.93965,                0.80419,                0.68705,                0.76289,                0.48779,                 1.3395,                0.97504,                 1.1451,             0.00073181,             0.00073181,             0.00073181
                    172,                0.71218,                0.44472,                0.93301,                0.78154,                0.69096,                0.75477,                 0.4757,                 1.3595,                0.98423,                 1.1642,             0.00072631,             0.00072631,             0.00072631
                    173,                0.72121,                0.44486,                 0.9415,                0.85112,                0.66362,                0.76448,                0.48527,                 1.3545,                 1.0634,                 1.1661,             0.00072081,             0.00072081,             0.00072081
                    174,                0.72696,                0.43711,                0.92781,                0.79281,                0.68808,                 0.7661,                0.48392,                 1.3791,                 1.1149,                 1.1782,             0.00071531,             0.00071531,             0.00071531
                    175,                0.72382,                 0.4417,                0.92706,                0.86031,                0.63137,                0.75271,                0.47749,                  1.371,                 1.1154,                   1.19,             0.00070981,             0.00070981,             0.00070981
                    176,                0.72904,                0.43826,                0.93043,                0.74366,                0.66685,                0.70988,                0.46079,                 1.3764,                 1.1194,                 1.1826,             0.00070431,             0.00070431,             0.00070431
                    177,                0.74295,                0.43733,                0.92801,                0.77557,                0.71037,                0.74222,                0.46593,                 1.3755,                  1.019,                 1.1863,             0.00069881,             0.00069881,             0.00069881
                    178,                0.72189,                0.44076,                0.92349,                0.81946,                0.68855,                 0.7587,                0.47439,                 1.3764,                  0.952,                 1.1825,             0.00069331,             0.00069331,             0.00069331
                    179,                0.71922,                0.44382,                0.92935,                0.75153,                0.72087,                0.75357,                0.48009,                 1.3772,                 1.0298,                 1.1823,              0.0006878,              0.0006878,              0.0006878
                    180,                0.71561,                0.43279,                0.92481,                0.76529,                0.73002,                0.75587,                0.47936,                 1.3693,                  1.033,                 1.1776,              0.0006823,              0.0006823,              0.0006823
                    181,                0.70809,                0.43037,                0.91774,                0.80826,                0.72612,                  0.783,                0.49377,                 1.3497,                 1.0135,                 1.1634,              0.0006768,              0.0006768,              0.0006768
                    182,                0.70509,                0.42429,                0.91011,                0.72489,                0.74933,                0.78316,                0.48318,                 1.3876,                0.97344,                 1.1857,              0.0006713,              0.0006713,              0.0006713
                    183,                0.69356,                0.43033,                0.92956,                0.81642,                0.68736,                0.75937,                0.48615,                 1.3708,                 1.0055,                 1.1841,              0.0006658,              0.0006658,              0.0006658
                    184,                0.67649,                 0.4099,                0.91972,                0.79046,                0.70134,                0.76053,                0.48166,                 1.3517,                 1.0752,                  1.173,              0.0006603,              0.0006603,              0.0006603
                    185,                0.69508,                0.42913,                0.91897,                0.80478,                0.70356,                0.75613,                0.48715,                 1.3464,                  1.089,                 1.1487,              0.0006548,              0.0006548,              0.0006548
                    186,                0.69924,                0.43531,                0.92324,                0.73392,                0.70848,                0.75817,                 0.4786,                 1.3674,                 1.0845,                 1.1454,              0.0006493,              0.0006493,              0.0006493
                    187,                  0.683,                0.42441,                0.91256,                 0.7676,                0.69163,                 0.7574,                0.48109,                 1.3756,                 1.0093,                 1.1673,              0.0006438,              0.0006438,              0.0006438
                    188,                0.67729,                0.43029,                0.91379,                0.77228,                0.71049,                0.76786,                0.48361,                 1.3799,                0.97341,                 1.1796,             0.00063829,             0.00063829,             0.00063829
                    189,                0.67104,                0.41712,                0.90815,                0.78268,                0.70443,                0.76271,                0.47244,                 1.4005,                 0.9812,                 1.1888,             0.00063279,             0.00063279,             0.00063279
                    190,                0.67639,                0.41521,                0.91533,                0.83148,                0.68706,                0.77181,                0.48652,                 1.4019,                0.98335,                 1.1925,             0.00062729,             0.00062729,             0.00062729
                    191,                0.67131,                0.40565,                0.91116,                0.80056,                0.70692,                0.75447,                0.47443,                 1.4128,                 1.0219,                 1.2013,             0.00062179,             0.00062179,             0.00062179
                    192,                0.68825,                0.41746,                0.92173,                0.82343,                0.67958,                0.75924,                0.47623,                 1.4058,                 1.0422,                 1.2057,             0.00061629,             0.00061629,             0.00061629
                    193,                0.67943,                0.42291,                0.93165,                 0.7596,                0.70859,                0.75481,                 0.4767,                 1.4082,                 1.0683,                 1.1884,             0.00061079,             0.00061079,             0.00061079
                    194,                0.67943,                0.41805,                0.91362,                0.80388,                0.70658,                0.76622,                0.47888,                 1.4008,                 1.0632,                 1.1881,             0.00060529,             0.00060529,             0.00060529
                    195,                0.69102,                0.41963,                0.91704,                0.83119,                0.69314,                0.79779,                0.49759,                 1.3514,                0.99164,                 1.1634,             0.00059979,             0.00059979,             0.00059979
                    196,                0.69414,                0.42279,                0.92214,                0.79814,                0.70949,                0.78563,                0.49612,                 1.3342,                 1.0422,                 1.1504,             0.00059429,             0.00059429,             0.00059429
                    197,                0.66672,                0.41458,                0.91067,                0.79335,                0.69453,                0.77344,                0.49304,                 1.3351,                 1.0478,                 1.1548,             0.00058878,             0.00058878,             0.00058878
                    198,                0.67995,                0.41046,                0.90618,                 0.8348,                0.63847,                0.74793,                0.46991,                 1.3582,                 1.0411,                 1.1668,             0.00058328,             0.00058328,             0.00058328
                    199,                0.69185,                0.41622,                0.90814,                0.81419,                0.66546,                 0.7554,                0.47957,                 1.3704,                   1.08,                 1.1787,             0.00057778,             0.00057778,             0.00057778
                    200,                0.65866,                0.40554,                0.90818,                0.80448,                0.68594,                0.75388,                0.47409,                 1.4185,                  1.061,                  1.201,             0.00057228,             0.00057228,             0.00057228
                    201,                 0.6728,                0.40754,                0.92211,                0.82471,                0.67634,                0.76359,                0.48398,                 1.3866,                 1.0682,                  1.184,             0.00056678,             0.00056678,             0.00056678
                    202,                0.67723,                0.40775,                0.90287,                 0.7642,                0.71083,                0.75278,                0.48217,                 1.3567,                 1.0756,                 1.1659,             0.00056128,             0.00056128,             0.00056128
                    203,                0.66007,                0.39415,                 0.8932,                0.81909,                0.63322,                0.74725,                0.47539,                 1.3565,                 1.0637,                  1.161,             0.00055578,             0.00055578,             0.00055578
                    204,                0.66581,                0.41482,                0.91487,                0.78545,                0.64933,                0.74362,                0.47234,                 1.3666,                 1.0861,                 1.1811,             0.00055028,             0.00055028,             0.00055028
                    205,                0.66753,                0.40428,                0.91197,                0.83478,                0.62299,                0.75048,                0.47988,                 1.3646,                 1.0626,                 1.1752,             0.00054478,             0.00054478,             0.00054478
